Lake,Experiment,Treatment,Enclosure,community,ID,mean_J,mean_s,mean_ENS_D,final_stab,initial_stab,rate_change_ort,rate_change_oti,mean_zoop_biomass,initial_zoop_body_size,mean_TP,mean_TN,mean_DOC,mean_PAR,mean_Temp,mean_Chla,mean_TN_TP_ratio,mean_DN_TP_ratio
Bolmen,Spring,FS,4,phyto,Bolmen_Spring_FS_4_phyto,0.718921831343953,57.666666666666664,9.862936215446723,1.2227657546701,0.244359128893156,-0.801103967447564,-0.395633152388254,NA,NA,17.26,0.36291666666666667,9.9805,163.83333333333334,17.291666666666668,2.517525,0.021880360784655026,0.012882241880116187
Bolmen,Spring,FS,4,zoopl,Bolmen_Spring_FS_4_zoopl,0.42693984383861466,7.833333333333333,2.0720720641085966,-0.197752084745867,-1.21685816861652,0.61728747406082,-0.0255569655355251,28.56622102124287,0.52371872980934,17.26,0.36291666666666667,9.9805,163.83333333333334,17.291666666666668,2.517525,0.021880360784655026,0.012882241880116187
Bolmen,Spring,FS,6,phyto,Bolmen_Spring_FS_6_phyto,0.7273961260752808,60,11.263540899639557,1.33008311843287,0.496788645878225,-0.708400171089727,-0.503612067457428,NA,NA,16.23,0.3597166666666667,9.6935,179.33333333333334,17.296666666666667,3.34815,0.022679711869650496,0.012740642161652235
Bolmen,Spring,FS,6,zoopl,Bolmen_Spring_FS_6_zoopl,0.4478261922656535,8,2.4357421923693283,-0.443208499194838,-0.968769428710135,0.234034517680967,-0.0286413366825147,21.71989240847372,0.500697823006523,16.23,0.3597166666666667,9.6935,179.33333333333334,17.296666666666667,3.34815,0.022679711869650496,0.012740642161652235
Bolmen,Spring,FS,9,phyto,Bolmen_Spring_FS_9_phyto,0.7546848816769248,68.83333333333333,13.682699703425353,0.454404447398154,0.314533881081286,-0.179686881847481,-0.224054333405176,NA,NA,16.505,0.35186666666666666,9.229,125,17.3,2.9609550000000002,0.021468252178098467,0.011295455620182531
Bolmen,Spring,FS,9,zoopl,Bolmen_Spring_FS_9_zoopl,0.5334487039463638,7.333333333333333,2.7769084907615,-0.64691184726338,-1.00693464354535,0.358452523969224,-0.224893839372568,23.635531713105088,0.50837410577888,16.505,0.35186666666666666,9.229,125,17.3,2.9609550000000002,0.021468252178098467,0.011295455620182531
Bolmen,Spring,S,12,phyto,Bolmen_Spring_S_12_phyto,0.6859271418555908,62.333333333333336,8.640576925363165,0.174328131111742,-0.37302744516891,0.465776942663861,-0.0480985459996206,NA,NA,13.708333333333334,0.34475,9.7315,144,17.363333333333333,2.143245,0.025248264423490544,0.013632398783193354
Bolmen,Spring,S,12,zoopl,Bolmen_Spring_S_12_zoopl,0.5653766440750398,9.166666666666666,2.843793026763467,-0.47657601931845,0.0913975798244705,-0.420181327347763,-0.233327625472301,38.86141846553437,0.414647603433318,13.708333333333334,0.34475,9.7315,144,17.363333333333333,2.143245,0.025248264423490544,0.013632398783193354
Bolmen,Spring,S,14,phyto,Bolmen_Spring_S_14_phyto,0.7070079595850244,57,9.474858171539216,0.217568172673136,0.196013580003791,0.045067796825125,-0.0143916932111061,NA,NA,14.993333333333332,0.33504999999999996,9.4245,119.5,17.383333333333333,2.522265,0.02232057303623871,0.011552432468308223
Bolmen,Spring,S,14,zoopl,Bolmen_Spring_S_14_zoopl,0.6151101337172773,9.5,3.5021565295115233,0.076676266534676,0.281148871751297,0.157445489524893,-0.189464456174149,37.40609510165837,0.471762389632378,14.993333333333332,0.33504999999999996,9.4245,119.5,17.383333333333333,2.522265,0.02232057303623871,0.011552432468308223
Bolmen,Spring,S,3,phyto,Bolmen_Spring_S_3_phyto,0.6879617002024498,58.666666666666664,9.42388399843269,-0.212877663134096,-0.37302744516891,0.0344957696560744,-0.108540733409657,NA,NA,16.12333333333333,0.39631666666666665,9.509,182.5,17.21666666666667,1.99068,0.024739078609282122,0.013820743269578831
Bolmen,Spring,S,3,zoopl,Bolmen_Spring_S_3_zoopl,0.5066362933308145,8.333333333333334,2.8738995928738285,0.698795481160183,-0.414994847447851,1.01997113144478,-0.243009531430632,46.26014706597512,0.566780615310866,16.12333333333333,0.39631666666666665,9.509,182.5,17.21666666666667,1.99068,0.024739078609282122,0.013820743269578831
Bolmen,Spring,S,5,phyto,Bolmen_Spring_S_5_phyto,0.6932246202274773,62.166666666666664,10.107198604017286,0.647112403588255,0.0837901077202206,0.314454018237952,-0.304808139864173,NA,NA,15.816666666666666,0.35835,9.5765,105.83333333333333,17.266666666666666,2.6504849999999998,0.022967653798902955,0.010739332767695467
Bolmen,Spring,S,5,zoopl,Bolmen_Spring_S_5_zoopl,0.5064636891981344,8.666666666666666,3.0560775572838534,0.54621104750299,0.35031336030518,0.367040728181694,-0.543051509182123,40.7749709320143,0.368877470955017,15.816666666666666,0.35835,9.5765,105.83333333333333,17.266666666666666,2.6504849999999998,0.022967653798902955,0.010739332767695467
Bolmen,Summer,F,11,phyto,Bolmen_Summer_F_11_phyto,0.8510503165410886,53.333333333333336,19.890557399010987,1.0355740123257,0.078286119712631,-0.676939526066379,-0.30227125942827,NA,NA,12.793333333333333,0.2857166666666667,8.4395,151.33333333333334,16.95,2.925045,0.022659406775733724,0.011725246195165621
Bolmen,Summer,F,11,zoopl,Bolmen_Summer_F_11_zoopl,0.611255041433601,9,3.6308789334695932,1.02016495994648,-0.516675116045418,1.26045527617165,-0.391370962891121,27.40369870607603,0.455441285591797,12.793333333333333,0.2857166666666667,8.4395,151.33333333333334,16.95,2.925045,0.022659406775733724,0.011725246195165621
Bolmen,Summer,F,13,phyto,Bolmen_Summer_F_13_phyto,0.8443071067674874,42.666666666666664,15.8977366915421,1.67581839717574,0.164284354703644,-0.946929702275678,-0.286693809948825,NA,NA,14.13,0.32053333333333334,8.435,124,17.016666666666666,4.118985,0.023084156194492066,0.009271321040264447
Bolmen,Summer,F,13,zoopl,Bolmen_Summer_F_13_zoopl,0.641563205360408,10.166666666666666,3.778039636841622,0.0337029455134018,-0.233582628946143,0.110336969328379,-0.0279483777978008,25.617426092338654,0.514007557893867,14.13,0.32053333333333334,8.435,124,17.016666666666666,4.118985,0.023084156194492066,0.009271321040264447
Bolmen,Summer,F,2,phyto,Bolmen_Summer_F_2_phyto,0.8142609982848968,54.666666666666664,16.634631720633394,1.64006642548218,-0.015809643062399,1.1539736091014,-0.353927047381985,NA,NA,14.19,0.3454,8.8605,152.16666666666666,16.866666666666667,3.813255,0.02431611830689895,0.010291828201831442
Bolmen,Summer,F,2,zoopl,Bolmen_Summer_F_2_zoopl,0.642131185565745,10,4.246493571770305,0.794431130016977,-0.469619347555444,0.757776788761914,-0.296667408474655,22.509092896807925,0.49863543926049,14.19,0.3454,8.8605,152.16666666666666,16.866666666666667,3.813255,0.02431611830689895,0.010291828201831442
Bolmen,Summer,F,8,phyto,Bolmen_Summer_F_8_phyto,0.7865421089237972,42.166666666666664,11.45997926121485,1.2342104620188,0.216704987155759,-0.633131827368825,-0.212175029383843,NA,NA,13.113333333333333,0.33335000000000004,8.5155,291,16.983333333333334,3.645225,0.02553098408218245,0.01091229445622206
Bolmen,Summer,F,8,zoopl,Bolmen_Summer_F_8_zoopl,0.5409669072471157,8.333333333333334,3.064736688634187,-1.46719741812486,-0.868506952653674,-0.627790848345829,-0.126709269606934,15.707336312263068,0.540277783208896,13.113333333333333,0.33335000000000004,8.5155,291,16.983333333333334,3.645225,0.02553098408218245,0.01091229445622206
Bolmen,Summer,FS,15,phyto,Bolmen_Summer_FS_15_phyto,0.730811297062631,48.166666666666664,11.629457183671827,1.84647125909308,0.512363078954962,-0.811683365612895,-0.333485917597639,NA,NA,14.355,0.32561666666666667,7.762499999999999,85.33333333333333,17.105,4.330095,0.02266989230332089,0.007403903018210166
Bolmen,Summer,FS,15,zoopl,Bolmen_Summer_FS_15_zoopl,0.7035455809141093,9.333333333333334,4.4690893509586616,0.348815673602029,-0.874764703403585,0.914948322518041,-0.236999079320497,18.66369656706341,0.401953974504054,14.355,0.32561666666666667,7.762499999999999,85.33333333333333,17.105,4.330095,0.02266989230332089,0.007403903018210166
Bolmen,Summer,FS,4,phyto,Bolmen_Summer_FS_4_phyto,0.8577228554229152,51.333333333333336,18.605317376358016,0.930288801753277,0.164478627960383,-0.508574188166824,-0.200095364363989,NA,NA,14.086666666666666,0.33740000000000003,8.0375,82.5,17.105,3.2841,0.024177301790213,0.007959826394824798
Bolmen,Summer,FS,4,zoopl,Bolmen_Summer_FS_4_zoopl,0.6988992703107102,10,4.239415589725317,0.763808354783324,-0.572779501762687,0.758078487491453,-0.0630904874261531,23.1381483973155,0.554660459260463,14.086666666666666,0.33740000000000003,8.0375,82.5,17.105,3.2841,0.024177301790213,0.007959826394824798
Bolmen,Summer,FS,6,phyto,Bolmen_Summer_FS_6_phyto,0.820676198277457,48,14.175915177307632,1.23775329277778,-0.0508759229612591,0.71698246563604,-0.310234663173728,NA,NA,13.515,0.3101,8.6885,79.33333333333333,17.09166666666667,3.887025,0.02301526055360617,0.010878508754516219
Bolmen,Summer,FS,6,zoopl,Bolmen_Summer_FS_6_zoopl,0.3544810706886142,6.833333333333333,1.8181211508439683,-6.25916812161951,-0.466074223506723,-4.31018143273471,-1.03260552866603,18.745903761880605,1.00830681516165,13.515,0.3101,8.6885,79.33333333333333,17.09166666666667,3.887025,0.02301526055360617,0.010878508754516219
Bolmen,Summer,FS,9,phyto,Bolmen_Summer_FS_9_phyto,0.8437949499207282,44.666666666666664,16.1130146686873,1.77163752362491,-0.015809643062399,1.07528060106792,-0.334566713301707,NA,NA,15.333333333333334,0.32576666666666665,8.3215,79.66666666666667,17.05,5.30244,0.021274144040428933,0.007215762273901808
Bolmen,Summer,FS,9,zoopl,Bolmen_Summer_FS_9_zoopl,0.5733900134995025,9.666666666666666,3.2277329075659016,-0.0210549188131451,-0.651308779135928,0.271383040218738,-0.212114205081732,26.20967575804791,0.568994134662123,15.333333333333334,0.32576666666666665,8.3215,79.66666666666667,17.05,5.30244,0.021274144040428933,0.007215762273901808
Bolmen,Summer,S,12,phyto,Bolmen_Summer_S_12_phyto,0.8497624118257513,37.166666666666664,12.925882751045185,1.43181294093312,-0.119946001484894,0.936545678249782,-0.341545660518979,NA,NA,12.736666666666666,0.30265000000000003,8.123,112.16666666666667,17.03333333333333,2.98566,0.023864356463613734,0.009645362530542281
Bolmen,Summer,S,12,zoopl,Bolmen_Summer_S_12_zoopl,0.6752121139673506,9.333333333333334,4.049748061953315,-0.907867914135893,-0.826183550998911,-0.186664364389152,-0.0882304247679382,18.664815880116024,0.512670900319425,12.736666666666666,0.30265000000000003,8.123,112.16666666666667,17.03333333333333,2.98566,0.023864356463613734,0.009645362530542281
Bolmen,Summer,S,14,phyto,Bolmen_Summer_S_14_phyto,0.8207502878755168,40,14.22855794267201,0.539889797948965,0.0178436295333969,0.24243331831005,-0.0206402866362579,NA,NA,12.243333333333334,0.31138333333333335,8.295,81.83333333333333,17.02166666666667,2.62737,0.02546758832052243,0.010546094817617997
Bolmen,Summer,S,14,zoopl,Bolmen_Summer_S_14_zoopl,0.7516738930826549,10.666666666666666,5.264532926833647,-0.646820049956179,0.205372647826249,-0.694815397021317,-0.124808963044211,33.59202459480395,0.610532887987733,12.243333333333334,0.31138333333333335,8.295,81.83333333333333,17.02166666666667,2.62737,0.02546758832052243,0.010546094817617997
Bolmen,Summer,S,3,phyto,Bolmen_Summer_S_3_phyto,0.839176902538715,40.833333333333336,15.840438495540468,0.67951061567638,0.189015403751579,0.348404305823264,-0.0133615984892788,NA,NA,12.653333333333332,0.3086,8.6595,69.16666666666667,16.983333333333334,2.508045,0.024370524968168404,0.01020400306524595
Bolmen,Summer,S,3,zoopl,Bolmen_Summer_S_3_zoopl,0.6146882270777978,9,3.1871011800245768,0.423630574371406,-1.25533361613888,0.807090181517573,-0.210456590571624,21.277317340345398,0.774799883493498,12.653333333333332,0.3086,8.6595,69.16666666666667,16.983333333333334,2.508045,0.024370524968168404,0.01020400306524595
Bolmen,Summer,S,5,phyto,Bolmen_Summer_S_5_phyto,0.8089656142674957,39,13.057560650750041,0.499346779983885,0.604193925578513,-0.0770960388189575,-0.0156833834375506,NA,NA,14.95,0.30361666666666665,8.531,88.83333333333333,17.1,3.2511,0.020746357259482543,0.009655404842996072
Bolmen,Summer,S,5,zoopl,Bolmen_Summer_S_5_zoopl,0.6274948441610049,11.166666666666666,3.9353375682742966,0.457604061108109,0.314213701346522,-0.0515228081793393,-0.051085027320934,43.210113578976575,0.650950050615241,14.95,0.30361666666666665,8.531,88.83333333333333,17.1,3.2511,0.020746357259482543,0.009655404842996072
Erken,Spring,F,11,phyto,Erken_Spring_F_11_phyto,0.744063835000581,17.4,5.482342148067372,0.455984266602885,0.663036059756559,0.29934868156644,-0.0422580397388772,NA,NA,14.201666666666666,0.5202,12.24,705.8333333333334,16.543333333333333,1.087605,0.03682163249229112,0.0377676257326411
Erken,Spring,F,11,zoopl,Erken_Spring_F_11_zoopl,0.635296787110748,8.833333333333334,3.54087890931194,-1.3134441938858,-1.08934012503316,-0.150147816405816,-0.276634165985394,9.383128239513503,0.336058182992969,14.201666666666666,0.5202,12.24,705.8333333333334,16.543333333333333,1.087605,0.03682163249229112,0.0377676257326411
Erken,Spring,F,13,phyto,Erken_Spring_F_13_phyto,0.7522906650057054,19,6.111646857550834,0.526435873621857,0.760724597546863,0.275317081022617,-0.114370544966269,NA,NA,15.504999999999999,0.5094,12.295,645.6666666666666,16.46333333333333,1.3417124999999999,0.03341473763129917,0.03236019393232148
Erken,Spring,F,13,zoopl,Erken_Spring_F_13_zoopl,0.5179231560074377,7.5,2.3361197758794114,-1.63313337669845,-1.70849380188085,-0.0290299030575446,-0.319084399919335,8.999147197905394,0.607672715104861,15.504999999999999,0.5094,12.295,645.6666666666666,16.46333333333333,1.3417124999999999,0.03341473763129917,0.03236019393232148
Erken,Spring,F,2,phyto,Erken_Spring_F_2_phyto,0.7588249878573946,18.8,5.739579712140808,0.0431827420602888,-0.229400010532921,-0.0557797536168806,-0.0684274239258477,NA,NA,15.036666666666667,0.5403666666666667,12.515,608.8333333333334,16.438333333333333,0.96655875,0.03610597279485751,0.03631903418487628
Erken,Spring,F,2,zoopl,Erken_Spring_F_2_zoopl,0.490416233375417,8.166666666666666,2.35563982406052,-0.2671147007446,-0.717791425499384,0.243051852924584,-0.427501259281294,12.322414007779503,0.58299713201241,15.036666666666667,0.5403666666666667,12.515,608.8333333333334,16.438333333333333,0.96655875,0.03610597279485751,0.03631903418487628
Erken,Spring,F,8,phyto,Erken_Spring_F_8_phyto,0.584347130739366,26,5.735297017834113,-0.207143011426038,-0.362732781055537,0.0726136032041463,-0.0714265641325669,NA,NA,12.618333333333334,0.49079999999999996,12.31,670.1666666666666,16.525,0.64678875,0.03924211958400408,0.03755868870676483
Erken,Spring,F,8,zoopl,Erken_Spring_F_8_zoopl,0.6336989959644523,8.666666666666666,3.3681460757958765,0.463338747834821,-1.08709923268844,0.980508725856908,-0.236945545889345,18.210327696705583,0.911403924312839,12.618333333333334,0.49079999999999996,12.31,670.1666666666666,16.525,0.64678875,0.03924211958400408,0.03755868870676483
Erken,Spring,FS,15,phyto,Erken_Spring_FS_15_phyto,0.7328423405784062,21.4,6.123523812081044,1.29175438545773,0.80024213236192,-0.382428324304388,-0.453132660592056,NA,NA,14.053333333333333,0.4900333333333333,11.89,467.8333333333333,16.663333333333334,1.624095,0.03532365968004692,0.03341069832492348
Erken,Spring,FS,15,zoopl,Erken_Spring_FS_15_zoopl,0.5690636271747207,7.833333333333333,2.80773991320446,-0.486397487725684,-1.64768937338313,1.02137338543738,-0.231101346227441,7.50578956243528,0.536857706944626,14.053333333333333,0.4900333333333333,11.89,467.8333333333333,16.663333333333334,1.624095,0.03532365968004692,0.03341069832492348
Erken,Spring,FS,4,phyto,Erken_Spring_FS_4_phyto,0.7236673553752516,20,5.850819959633418,-0.386391897189802,0.794087357561088,0.941980979188296,-0.0631844771446455,NA,NA,14.963333333333333,0.5185166666666666,12.030000000000001,459.8333333333333,16.601666666666667,1.23892875,0.03507986901030352,0.030264764842481015
Erken,Spring,FS,4,zoopl,Erken_Spring_FS_4_zoopl,0.5438433133840074,7.333333333333333,2.54847294765352,-1.58357746674254,-1.21544483961293,-0.523168724548737,-0.77732157183231,11.423737615083045,0.486238115005923,14.963333333333333,0.5185166666666666,12.030000000000001,459.8333333333333,16.601666666666667,1.23892875,0.03507986901030352,0.030264764842481015
Erken,Spring,FS,6,phyto,Erken_Spring_FS_6_phyto,0.666792147816725,17.2,4.893550765866474,-0.0736827861284332,0.38373441249142,0.260546062214769,-0.149815715386202,NA,NA,14.535,0.49045,12.14,384.6666666666667,16.638333333333332,0.812925,0.033875189073105015,0.03299485929924526
Erken,Spring,FS,6,zoopl,Erken_Spring_FS_6_zoopl,0.5972042814343536,7.333333333333333,2.905133214675917,-0.76627562464302,-1.21486261262684,0.242204506616929,-0.310778969696496,8.020950934619073,0.401603214817236,14.535,0.49045,12.14,384.6666666666667,16.638333333333332,0.812925,0.033875189073105015,0.03299485929924526
Erken,Spring,FS,9,phyto,Erken_Spring_FS_9_phyto,0.798440605895539,14.25,5.833372323872828,-0.0551928914287612,0.849713627635431,0.719900232994633,-0.0191867490550668,NA,NA,16.248333333333335,0.5066166666666667,12.135,429.3333333333333,16.673333333333332,1.3569225,0.03232656778039513,0.031232600716870507
Erken,Spring,FS,9,zoopl,Erken_Spring_FS_9_zoopl,0.5873051115368597,7.166666666666667,2.7813256378638966,-0.111497071888185,-1.25374993297791,1.02091174283341,-0.0726861961847994,11.513350233757901,0.463410299057223,16.248333333333335,0.5066166666666667,12.135,429.3333333333333,16.673333333333332,1.3569225,0.03232656778039513,0.031232600716870507
Erken,Spring,S,12,phyto,Erken_Spring_S_12_phyto,0.6973024876843044,20.4,6.371689548215142,-0.603296323760057,-0.0183153961028884,-0.453883809896691,-0.205521436656179,NA,NA,13.473333333333333,0.5071,12.21,451,16.645,0.69503625,0.037924148066723486,0.03939265106258895
Erken,Spring,S,12,zoopl,Erken_Spring_S_12_zoopl,0.5609806886508917,8.333333333333334,2.82807159711769,-1.26339401252717,0.471696695393636,-0.956888574506982,-0.114497922517313,16.216360944899996,0.363879984843755,13.473333333333333,0.5071,12.21,451,16.645,0.69503625,0.037924148066723486,0.03939265106258895
Erken,Spring,S,14,phyto,Erken_Spring_S_14_phyto,0.7773365767558482,16.8,7.256414363864626,-0.207143011426038,-0.125632759865659,-0.0600223491320569,-0.110103131873133,NA,NA,14.698333333333332,0.46663333333333334,12.055,458.3333333333333,16.64,0.79243875,0.032253195328827,0.032680684662766496
Erken,Spring,S,14,zoopl,Erken_Spring_S_14_zoopl,0.5567000757794147,9.166666666666666,3.21834672416745,-0.26088016263993,-0.337241752137523,0.0847147085020562,-0.0993433604210747,14.358151472276663,0.713414233587715,14.698333333333332,0.46663333333333334,12.055,458.3333333333333,16.64,0.79243875,0.032253195328827,0.032680684662766496
Erken,Spring,S,3,phyto,Erken_Spring_S_3_phyto,0.683650330948862,8.8,3.223632998684228,-0.604944072210498,-1.13083034186262,0.0546241860371953,-0.170705104470646,NA,NA,14.775,0.48915,12.025,515.8333333333334,16.556666666666665,0.59577375,0.0333576026391859,0.029342518286108454
Erken,Spring,S,3,zoopl,Erken_Spring_S_3_zoopl,0.5019745767582289,8.833333333333334,2.4720309498042052,0.0956920435735856,0.536151605943985,-0.418229290388379,-0.369036632008273,33.68631835004786,0.583726066821859,14.775,0.48915,12.025,515.8333333333334,16.556666666666665,0.59577375,0.0333576026391859,0.029342518286108454
Erken,Spring,S,5,phyto,Erken_Spring_S_5_phyto,0.6353244913040064,12.4,3.507104746837962,-0.385067418049877,-0.517750056809249,-0.00441477012268794,-0.173016607508175,NA,NA,14.581666666666667,0.5098333333333334,11.96,428.8333333333333,16.566666666666666,0.58914,0.035395541967543354,0.031065526098967677
Erken,Spring,S,5,zoopl,Erken_Spring_S_5_zoopl,0.6021188964690328,8.833333333333334,2.9793729678438385,0.291747148696721,-0.0670725878130857,0.0278839756425684,-0.00596786855263404,29.04719177020644,0.439427266877295,14.581666666666667,0.5098333333333334,11.96,428.8333333333333,16.566666666666666,0.58914,0.035395541967543354,0.031065526098967677
Erken,Summer,F,11,phyto,Erken_Summer_F_11_phyto,0.7474753118736055,16.666666666666668,5.139005236973554,0.752520676677702,-0.0141345904821579,0.53657761757036,-0.130842349598466,NA,NA,18.226666666666667,0.5948333333333333,11.635,174.6,18,4.456815,0.0331005136966694,0.02982808335024694
Erken,Summer,F,11,zoopl,Erken_Summer_F_11_zoopl,0.5653981153347115,11.333333333333334,3.1940383111090584,-1.93565041843913,-0.997437986047261,-0.528772893026921,-0.469063202531876,49.05181902853357,0.494609728748465,18.226666666666667,0.5948333333333333,11.635,174.6,18,4.456815,0.0331005136966694,0.02982808335024694
Erken,Summer,F,13,phyto,Erken_Summer_F_13_phyto,0.7671096119621241,19.166666666666668,6.1194225877201145,0.40882837405099,0.0997760662916033,-0.28896388077268,-0.09260619293252,NA,NA,18.381666666666668,0.5878833333333333,11.02,172.6,17.978,3.7546500000000003,0.03261293778964265,0.028159139788709597
Erken,Summer,F,13,zoopl,Erken_Summer_F_13_zoopl,0.5927409979251274,10.333333333333334,3.46303256163126,-1.13455565172962,-1.17114807027654,0.0673422888809749,-0.407243082328956,50.8560983556596,0.530165760452345,18.381666666666668,0.5878833333333333,11.02,172.6,17.978,3.7546500000000003,0.03261293778964265,0.028159139788709597
Erken,Summer,F,2,phyto,Erken_Summer_F_2_phyto,0.699621679874619,18.333333333333332,4.7126593270596215,0.758408581518812,-0.0777067985326618,0.619795060508856,-0.285534856665436,NA,NA,21.993333333333332,0.58085,11.825,160.4,17.924,4.19991,0.028159900978100352,0.025614091250369505
Erken,Summer,F,2,zoopl,Erken_Summer_F_2_zoopl,0.6190336072139558,11,3.5029496623982563,-1.91684502695666,-0.411244898759895,-0.789401531202567,-0.577969725291203,62.381933738277446,0.565271256168772,21.993333333333332,0.58085,11.825,160.4,17.924,4.19991,0.028159900978100352,0.025614091250369505
Erken,Summer,F,8,phyto,Erken_Summer_F_8_phyto,0.6819312730068221,16,3.67459780978475,0.668292734579596,-0.0380876794878554,0.487883726905008,-0.171555640455963,NA,NA,18.759999999999998,0.5911166666666667,11.895,183,17.944,3.95775,0.032324017409964295,0.02900735371392648
Erken,Summer,F,8,zoopl,Erken_Summer_F_8_zoopl,0.54812423936694,10.5,2.7692799240398367,-1.27539928685198,-0.561493576069274,-0.198540120784871,-0.459450017563769,75.51728115358925,0.684719934897217,18.759999999999998,0.5911166666666667,11.895,183,17.944,3.95775,0.032324017409964295,0.02900735371392648
Erken,Summer,FS,15,phyto,Erken_Summer_FS_15_phyto,0.770763236349907,15.833333333333334,5.839738105286607,-0.132560819208904,0.43981645713194,0.373768224868353,-0.0783611713983829,NA,NA,17.576666666666668,0.5826833333333333,11.02,128.8,18.23,5.39616,0.03338254481869696,0.02863456094059525
Erken,Summer,FS,15,zoopl,Erken_Summer_FS_15_zoopl,0.6271597115392649,10.666666666666666,3.8787843958638017,-1.5443098952657,-1.14913377769687,-0.0666880118892332,-0.54800057588013,51.4611993590923,0.579570906531491,17.576666666666668,0.5826833333333333,11.02,128.8,18.23,5.39616,0.03338254481869696,0.02863456094059525
Erken,Summer,FS,4,phyto,Erken_Summer_FS_4_phyto,0.6975510339137448,20.5,4.618141766862355,0.6560036027605,0.571085624622939,-0.067713857145867,-0.0264133605346258,NA,NA,18.465,0.5969166666666667,11.715,100.8,18.144,6.105855,0.03278557315250556,0.029145370821394966
Erken,Summer,FS,4,zoopl,Erken_Summer_FS_4_zoopl,0.5932853971601835,11,3.504829219744998,-0.536914469442623,-1.75709211139258,1.07618786483791,-0.406084643056868,61.366062719607,0.555671735891832,18.465,0.5969166666666667,11.715,100.8,18.144,6.105855,0.03278557315250556,0.029145370821394966
Erken,Summer,FS,6,phyto,Erken_Summer_FS_6_phyto,0.6406201296706631,19.5,4.55075569690866,0.702479619085181,0.55797181396054,-0.110893360329937,-0.105453716033991,NA,NA,19.411666666666665,0.5987666666666667,11.510000000000002,104.4,18.118,5.4954,0.031022856117102437,0.026294223782703047
